index,Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred,Sentiment
2008,"Jimmy Heath, 93, Jazz Saxophonist and Composer, Is Dead",The New York Times,2020,1,20,50,1,0,0,-1
2009,The Agitated M.L.K. I Came to Love,The New York Times,2020,1,20,50,1,0,0,1
2010,Will The Chicago Tribune Be the Next Newspaper Picked to the Bone?,The New York Times,2020,1,20,50,1,0,0,-1
2011,Roger Federer Will Always Be the Greatest (Even if He’s Not),The New York Times,2020,1,20,50,1,0,0,1
2012,‘Like Europe in Medieval Times’: Virus Slows China’s Economy,The New York Times,2020,2,11,51,1,0,0,-1
2013,Trump’s $4.8 Trillion Budget Would Cut Safety Net Programs and Boost Defense,The New York Times,2020,2,11,51,1,0,0,-1
2014,Elizabeth Warren Is Running Her Race. The Real One May Be Passing Her By.,The New York Times,2020,2,11,51,1,0,0,1
2015,A Twist in California’s Homeless Crisis: Evictions by the Evicted,The New York Times,2020,2,11,51,1,0,0,1
2016,The Urgent Questions Scientists Are Asking About Coronavirus,The New York Times,2020,2,11,51,1,0,0,1
2017,Cruise Ship’s Coronavirus Outbreak Leaves Crew Nowhere to Hide,The New York Times,2020,2,11,51,1,0,0,-1
2018,Merkel’s Chosen Successor Steps Aside. The Far Right Cries Victory.,The New York Times,2020,2,11,51,1,0,0,0
2019,Oscar for ‘Parasite’ Quenches Koreans’ Long Thirst for Recognition,The New York Times,2020,2,11,51,1,0,0,0
2020,New Campus Sexual Misconduct Rules Will Tackle Dating Violence,The New York Times,2020,2,11,51,1,0,0,-1
2021,Puerto Rico Reaches Deal to Settle $35 Billion in Debt,The New York Times,2020,2,11,51,1,0,0,0
2022,Meet the Latinos Trying to Get Latinos to the Polls,The New York Times,2020,2,11,51,1,0,0,1
2023,"Justice Dept. Will Accept Material From Giuliani, but Barr Voices Caution",The New York Times,2020,2,11,51,1,0,0,-1
2024,New Hampshire Usually Winnows the Field. This Year May Be Different.,The New York Times,2020,2,11,51,1,0,0,-1
2025,Mitt Romney Is a ‘Judas’ to Many Republicans. But Not in Utah.,The New York Times,2020,2,11,51,1,0,0,-1
2026,Your Foam Coffee Cup Is Fighting for Its Life,The New York Times,2020,2,11,51,1,0,0,-1
2027,"From Starbucks to FedEx, Coronavirus Upends Businesses That Depend on China",The New York Times,2020,2,11,51,1,0,0,-1
2028,Judge Is Said to Rule for T-Mobile Merger With Sprint,The New York Times,2020,2,11,51,1,0,0,0
2029,U.S. Charges Chinese Military Officers in 2017 Equifax Hacking,The New York Times,2020,2,11,51,1,0,0,-1
2030,Personal Data of All 6.5 Million Israeli Voters Is Exposed,The New York Times,2020,2,11,51,1,0,0,0
2031,White House Earmarks New Money for A.I. and Quantum Computing,The New York Times,2020,2,11,51,1,0,0,1
2032,Westminster Dog Show Photos: Ready for Prime Time,The New York Times,2020,2,11,51,1,0,0,1
2033,"In Trade for Betts, Another of Astros’ Vanquished Opponents Bulks Up",The New York Times,2020,2,11,51,1,0,0,1
2034,A Kayaker and a 134-Foot Waterfall. What Could Go Wrong?,The New York Times,2020,2,11,51,1,0,0,1
2035,What the ‘Parasite’ Landslide Says About the Oscars: Our Critics Weigh In,The New York Times,2020,2,11,51,1,0,0,-1
2036,Oscar Triumph for ‘Parasite’ Reflects Academy’s Evolving Identity,The New York Times,2020,2,11,51,1,0,0,1
2037,"In His New Book, Daniel Kehlmann Says Hello to a Cruel World",The New York Times,2020,2,11,51,1,0,0,-1
2038,Shooting of Man in the Face by ICE Turns Into a Trump-New York Fight,The New York Times,2020,2,11,51,1,0,0,-1
2039,Man Who Shot Up a Bronx Precinct Was ‘Tired of Police Officers’,The New York Times,2020,2,11,51,1,0,0,0
2040,"Sorry, Renters: You Still Have to Pay Brokers’ Fees for Now",The New York Times,2020,2,11,51,1,0,0,-1
2041,"Philippines Moves to Shut ABS-CBN, Its Leading Broadcast Network",The New York Times,2020,2,11,51,1,0,0,-1
2042,2020 Oscars Broadcast Hits a New Ratings Low,The New York Times,2020,2,11,51,1,0,0,-1
2043,Motion Picture Academy Museum Will Open in December,The New York Times,2020,2,11,51,1,0,0,1
2044,Meet the Bird Medics of New Delhi,The New York Times,2020,2,11,51,1,0,0,1
2045,This Professor’s ‘Amazing’ Trick Makes Quadratic Equations Easier,The New York Times,2020,2,11,51,1,0,0,1
2046,Pangolins Are Suspected as a Potential Coronavirus Host,The New York Times,2020,2,11,51,1,0,0,-1
2047,Seeing the Oscar Challenge to Fashion Week and Raising It One,The New York Times,2020,2,11,51,1,0,0,1
2048,The Oscars Red Carpet: Let’s Give Them Something to Talk About,The New York Times,2020,2,11,51,1,0,0,1
2049,Come to the Oscars With Brad Pitt and Us,The New York Times,2020,2,11,51,1,0,0,1
2050,"Nathaniel R. Jones, Rights Lawyer and Federal Judge, Dies at 93",The New York Times,2020,2,11,51,1,0,0,-1
2051,"Paul Farnes, Last R.A.F. Ace of Battle of Britain, Dies at 101",The New York Times,2020,2,11,51,1,0,0,0
2052,"Bruce McEwen, 81, Is Dead; Found Stress Can Alter the Brain",The New York Times,2020,2,11,51,1,0,0,-1
2053,How Trump Got Trickled Down,The New York Times,2020,2,11,51,1,0,0,-1
2054,Chinese Hacking Is Alarming. So Are Data Brokers.,The New York Times,2020,2,11,51,1,0,0,-1
2055,"‘Parasite’ Won, but Asian-Americans Are Still Losing",The New York Times,2020,2,11,51,1,0,0,-1
2056,Barr Says Attacks From Trump Make Work ‘Impossible’,The New York Times,2020,2,14,52,1,0,0,-1
2057,China Expands Chaotic Dragnet in Coronavirus Crackdown,The New York Times,2020,2,14,52,1,0,0,-1
2058,How Months of Miscalculation Led the U.S. and Iran to the Brink of War,The New York Times,2020,2,14,52,1,0,0,-1
2059,Playing on Kansas City Radio: Russian Propaganda,The New York Times,2020,2,14,52,1,0,0,-1
2060,How to Make Your Marriage Gayer,The New York Times,2020,2,14,52,1,0,0,-1
2061,‘Birds of Prey’ | Anatomy of a Scene,The New York Times,2020,2,14,52,1,0,0,1
2062,House Tour | Jonathan Saunders,The New York Times,2020,2,14,52,1,0,0,1
2063,"In Bipartisan Bid to Restrain Trump, Senate Passes Iran War Powers Resolution",The New York Times,2020,2,14,52,1,0,0,0
2064,A Crisis Right Now: San Francisco and Manila Face Rising Seas,The New York Times,2020,2,14,52,1,0,0,0
2065,How Dresden Looked After a World War II Firestorm 75 Years Ago,The New York Times,2020,2,14,52,1,0,0,1
2066,Trump’s Path to Weaker Fuel Efficiency Rules May Lead to a Dead End,The New York Times,2020,2,14,52,1,0,0,-1
2067,Administration to Divert Billions From Pentagon to Fund Border Wall,The New York Times,2020,2,14,52,1,0,0,-1
2068,‘It Didn’t Work:’ States That Ended Parole for Violent Crimes Are Thinking Again,The New York Times,2020,2,14,52,1,0,0,-1
2069,The Bloomberg Campaign Is a Waterfall of Cash,The New York Times,2020,2,14,52,1,0,0,-1
2070,Biden Needs Black Voters to Lift His Campaign. But He Has Competition.,The New York Times,2020,2,14,52,1,0,0,-1
2071,Trump Places Loyalists in Key Jobs Inside the White House While Raging Against Enemies Outside,The New York Times,2020,2,14,52,1,0,0,0
2072,Iran’s Economy Is Bleak. Its Stock Market Is Soaring.,The New York Times,2020,2,14,52,1,0,0,-1
2073,Bloomberg Once Linked 2008 Crisis to End of Redlining Bias in Home Loans,The New York Times,2020,2,14,52,1,0,0,0
2074,"Judy Shelton, Trump’s Fed Nominee, Faces Bipartisan Skepticism",The New York Times,2020,2,14,52,1,0,0,-1
2075,"Judge Halts Work on Microsoft’s JEDI Contract, a Victory for Amazon",The New York Times,2020,2,14,52,1,0,0,-1
2076,"U.S. Charges Huawei With Racketeering, Adding Pressure on China",The New York Times,2020,2,14,52,1,0,0,-1
2077,Tesla Faces a New S.E.C. Investigation,The New York Times,2020,2,14,52,1,0,0,-1
2078,He Was Fearless on a Football Field. But He Sensed Something Wasn’t Right.,The New York Times,2020,2,14,52,1,0,0,-1
2079,"The Astros Offer Apologies, but Draw the Line at Their Title",The New York Times,2020,2,14,52,1,0,0,-1
2080,He Is Building a Home. And a Career in the N.B.A.,The New York Times,2020,2,14,52,1,0,0,1
2081,Empathy and Artistry: Rediscovering Dorothea Lange,The New York Times,2020,2,14,52,1,0,0,1
2082,"In Trippy Times, Bill Graham Took Care of Reality",The New York Times,2020,2,14,52,1,0,0,0
2083,"The Wild, Anti-Authoritarian Art of Peter Saul",The New York Times,2020,2,14,52,1,0,0,1
2084,‘The Photograph’ Review: An Unabashedly Old-School Love Story,The New York Times,2020,2,14,52,1,0,0,1
2085,‘The Times of Bill Cunningham’ Review: Another New York Snapshot,The New York Times,2020,2,14,52,1,0,0,1
2086,"‘I Was at Home, but …’ Review: In Grief, What Dreams May Come",The New York Times,2020,2,14,52,1,0,0,0
2087,Weinstein’s Lawyer Says Accusers Had a Choice in Sexual Encounters,The New York Times,2020,2,14,52,1,0,0,-1
2088,The Bail Reform Backlash That Has Democrats at War,The New York Times,2020,2,14,52,1,0,0,-1
2089,Is This New York City’s Nicest Public Bathroom?,The New York Times,2020,2,14,52,1,0,0,1
2090,"McClatchy, a Major U.S. Newspaper Chain, Files for Bankruptcy",The New York Times,2020,2,14,52,1,0,0,-1
2091,Snoop Dogg Apologizes After Criticizing Gayle King Over Kobe Bryant Questions,The New York Times,2020,2,14,52,1,0,0,-1
2092,Colin Kaepernick to Release a Memoir and Start a Publishing Company,The New York Times,2020,2,14,52,1,0,0,-1
2093,"Frederick Koch, Who Spurned Family Business, Dies at 86",The New York Times,2020,2,14,52,1,0,0,-1
2094,"Terry Hands, Director Known for Hits and ‘Carrie,’ Dies at 79",The New York Times,2020,2,14,52,1,0,0,0
2095,"Dyanne Thorne, 83, Star of Scandalous ‘Ilsa’ Films, Is Dead",The New York Times,2020,2,14,52,1,0,0,-1
2096,Mike Bloomberg Is Hacking Your Attention,The New York Times,2020,2,14,52,1,0,0,-1
2097,The Specific Horror of Unwanted Oral Sex,The New York Times,2020,2,14,52,1,0,0,-1
2098,Today’s Republicans Are Like Lincoln in Only One Way,The New York Times,2020,2,14,52,1,0,0,0
2099,William Barr Moves to Take the Reins of Politically Charged Cases,The New York Times,2020,2,15,53,1,0,0,0
2100,"China’s Doctors, Fighting the Coronavirus, Beg for Masks",The New York Times,2020,2,15,53,1,0,0,-1
2101,What Being a Mayor Taught Pete Buttigieg,The New York Times,2020,2,15,53,1,0,0,0
2102,A Crisis Right Now: San Francisco and Manila Face Rising Seas,The New York Times,2020,2,15,53,1,0,0,0
2103,Susan Fowler: Why I Wrote the Uber Memo,The New York Times,2020,2,15,53,1,0,0,-1
2104,Russians Pressure U.S. Forces in Northeast Syria,The New York Times,2020,2,15,53,1,0,0,-1
2105,Boris Johnson Moves Boldly to Consolidate Power,The New York Times,2020,2,15,53,1,0,0,1
2106,"U.S. and Taliban Agree to Reduce Violence, in First Step To Peace Deal",The New York Times,2020,2,15,53,1,0,0,1
2107,Border Patrol Will Deploy Elite Tactical Agents to Sanctuary Cities,The New York Times,2020,2,15,53,1,0,0,1
2108,Toppled but Not Gone: U.N.C. Grapples Anew With the Fate of Silent Sam,The New York Times,2020,2,15,53,1,0,0,-1
2109,An Old and Contested Solution to Boost Reading Scores: Phonics,The New York Times,2020,2,15,53,1,0,0,-1
2110,We Checked the Iowa Caucus Math. Here’s Where It Didn’t Add Up.,The New York Times,2020,2,15,53,1,0,0,-1
2111,Another Caucus Is Coming. But Nevada Will Look Completely Different.,The New York Times,2020,2,15,53,1,0,0,0
2112,"Ads in Spanish, Obama Cameos: The Democratic Ad Race in Nevada and South Carolina",The New York Times,2020,2,15,53,1,0,0,-1
2113,BlackRock Becomes a Symbol for Anticapitalist Fervor in France,The New York Times,2020,2,15,53,1,0,0,1
2114,U.S. Watchdog to Investigate Trump’s Farm Bailout Program,The New York Times,2020,2,15,53,1,0,0,0
2115,"Shuttered Stores, Fewer Tourists: Luxury Feels Coronavirus Effects",The New York Times,2020,2,15,53,1,0,0,-1
2116,Manchester City Banned From Champions League for 2 Seasons,The New York Times,2020,2,15,53,1,0,0,-1
2117,The N.B.A. and China Are Showing Signs of Reconciliation,The New York Times,2020,2,15,53,1,0,0,0
2118,"Miguel Andujar’s Recovery: Rehab, Then Learn 2 New Positions",The New York Times,2020,2,15,53,1,0,0,1
2119,"In a Post-‘Parasite’ World, What Happens Next?",The New York Times,2020,2,15,53,1,0,0,-1
2120,When a Critic Hosts the Premiere,The New York Times,2020,2,15,53,1,0,0,1
2121,Cooper Hewitt Chief Was Forced Out After Probe of Her Wedding,The New York Times,2020,2,15,53,1,0,0,-1
2122,Taming the ‘Wild West’ of New York’s Dangerous Private Trash Trucks,The New York Times,2020,2,15,53,1,0,0,-1
2123,"Weinstein Has the ‘Mark of a Predator,’ Prosecutor Says as Trial Nears End",The New York Times,2020,2,15,53,1,0,0,0
2124,A New York Councilman Faces Ethics Charges. For a Third Time.,The New York Times,2020,2,15,53,1,0,0,-1
2125,"Rajendra Pachauri, 79, Dies; Led Nobel-Winning Climate Agency",The New York Times,2020,2,15,53,1,0,0,0
2126,"Charles O’Brien, 86, Who Was Dogged by Hoffa Case, Is Dead",The New York Times,2020,2,15,53,1,0,0,-1
2127,The Progressive Lane Narrows,The New York Times,2020,2,15,53,1,0,0,-1
2128,The President Takes a Campaign Donation From the Pentagon,The New York Times,2020,2,15,53,1,0,0,-1
2129,Trump’s Policy on New York’s ‘Trusted Travelers’ Is Unconstitutional,The New York Times,2020,2,15,53,1,0,0,-1
2130,U.S. to Suspend Most Travel From Europe as World Scrambles to Fight Pandemic,The New York Times,2020,3,12,54,1,0,0,-1
2131,A Fumbled Global Response to the Virus in a Leadership Void,The New York Times,2020,3,12,54,1,0,0,-1
2132,Dow Ends 11-Year Bull Market as Coronavirus Defies Economic Remedies,The New York Times,2020,3,12,54,1,0,0,-1
2133,‘Proselytizing Robots’: Inside South Korean Church at Outbreak’s Center,The New York Times,2020,3,12,54,1,0,0,0
2134,"‘If We Work Sick, Then You Get Sick’",The New York Times,2020,3,12,54,1,0,0,-1
2135,Watch Full Video: Trump Delivers National Address on Coronavirus,The New York Times,2020,3,12,54,1,0,0,-1
2136,‘This Is What Justice Looks Like’: Lawyers Spar Over Weinstein Sentence,The New York Times,2020,3,12,54,1,0,0,0
2137,Biden Speaks After Primary Victories,The New York Times,2020,3,12,54,1,0,0,0
2138,A New ‘Emperor’: Russia Girds for 16 More Years of Putin,The New York Times,2020,3,12,54,1,0,0,1
2139,2 Rare White Giraffes Slaughtered by Poachers in Kenya,The New York Times,2020,3,12,54,1,0,0,-1
2140,"For Italians, Dodging Coronavirus Has Become a Game of Chance",The New York Times,2020,3,12,54,1,0,0,1
2141,‘An Eviction Notice’: Chaos After Colleges Tell Students to Stay Away,The New York Times,2020,3,12,54,1,0,0,-1
2142,Trump Administration Presses Cities to Evict Homeowners From Flood Zones,The New York Times,2020,3,12,54,1,0,0,-1
2143,A Rare Look Inside the Hospital Where 15 Coronavirus Patients Have Died,The New York Times,2020,3,12,54,1,0,0,1
2144,Behind Bernie Sanders’s Decision to Stay in the Race,The New York Times,2020,3,12,54,1,0,0,1
2145,Meet the Trump Fan Accused of Registering Democrats as Republicans,The New York Times,2020,3,12,54,1,0,0,-1
2146,Democrats and White House Race to Strike Deal for Coronavirus Relief Package,The New York Times,2020,3,12,54,1,0,0,0
2147,Insulin Costs May Be Capped in a Medicare Program,The New York Times,2020,3,12,54,1,0,0,0
2148,"Let’s Talk About Coronavirus Bailouts, Before We Need Them",The New York Times,2020,3,12,54,1,0,0,0
2149,"Sorry, but Working From Home Is Overrated",The New York Times,2020,3,12,54,1,0,0,-1
2150,Samsung Galaxy Z Flip Review: A Folding Phone That’s a Dud,The New York Times,2020,3,12,54,1,0,0,-1
2151,"Walmart, Uber and Others Tweak Sick-Leave Policies as Coronavirus Spreads",The New York Times,2020,3,12,54,1,0,0,-1
2152,Doctors and Patients Turn to Telemedicine in the Coronavirus Outbreak,The New York Times,2020,3,12,54,1,0,0,-1
2153,N.B.A. Suspends Season After Player Tests Positive for Coronavirus,The New York Times,2020,3,12,54,1,0,0,-1
2154,"Swimrun, Sweden’s Island-to-Island Race, Comes to America",The New York Times,2020,3,12,54,1,0,0,1
2155,Atlético Madrid Stuns Liverpool as Coronavirus Pierces Champions League,The New York Times,2020,3,12,54,1,0,0,-1
2156,Tom Hanks Says He Has Coronavirus,The New York Times,2020,3,12,54,1,0,0,-1
2157,Activist Museum Director Named New York Cultural Affairs Commissioner,The New York Times,2020,3,12,54,1,0,0,1
2158,Shabaka and the Ancestors Are Making Their Own Jazz History,The New York Times,2020,3,12,54,1,0,0,1
2159,Harvey Weinstein’s Stunning Downfall: 23 Years in Prison,The New York Times,2020,3,12,54,1,0,0,0
2160,"Broadway, Seeking to Stay Open, Suggests Stars Keep Their Distance",The New York Times,2020,3,12,54,1,0,0,-1
2161,N.J. Transit’s Most Troubled Trains Are Older Than Many of the Riders,The New York Times,2020,3,12,54,1,0,0,-1
2162,How Right-Wing Pundits Are Covering Coronavirus,The New York Times,2020,3,12,54,1,0,0,-1
2163,TV Talk Shows Throw Out the Audience,The New York Times,2020,3,12,54,1,0,0,-1
2164,Is This What Post-MeToo Looks Like?,The New York Times,2020,3,12,54,1,0,0,-1
2165,The King of D.I.Y. Dwellings,The New York Times,2020,3,12,54,1,0,0,1
2166,Not a Size 2? Luxury Fashion Finally Wants You,The New York Times,2020,3,12,54,1,0,0,-1
2167,"Escape Into Cottagecore, Calming Ethos for Our Febrile Moment",The New York Times,2020,3,12,54,1,0,0,1
2168,"Barbara Neely, Activist Turned Mystery Writer, Dies at 78",The New York Times,2020,3,12,54,1,0,0,-1
2169,"Alexei Botyan, Soviet Spy Hailed as ‘Hero,’ Dies at 103",The New York Times,2020,3,12,54,1,0,0,-1
2170,Democrats Aren’t in the Mood for Your Revolution,The New York Times,2020,3,12,54,1,0,0,-1
2171,"Please, Listen to Experts About the Coronavirus. Then Step Up.",The New York Times,2020,3,12,54,1,0,0,-1
2172,My People Have Been Through Worse Than a Twitter Mob,The New York Times,2020,3,12,54,1,0,0,-1
2173,House Passes Coronavirus Relief After Democrats Strike Deal With White House,The New York Times,2020,3,14,55,1,0,0,-1
2174,Worst-Case Estimates for U.S. Coronavirus Deaths,The New York Times,2020,3,14,55,1,0,0,-1
2175,Panicked Shoppers Empty Shelves as Coronavirus Anxiety Rises,The New York Times,2020,3,14,55,1,0,0,-1
2176,Two Women Fell Sick From the Coronavirus. One Survived.,The New York Times,2020,3,14,55,1,0,0,-1
2177,"How Much Worse the Coronavirus Could Get, in Charts",The New York Times,2020,3,14,55,1,0,0,-1
2178,What Happens When the U.S. Outsources Asylum?,The New York Times,2020,3,14,55,1,0,0,-1
2179,"‘People Should Be Less Concerned’ About Financial Markets, Mnuchin Says",The New York Times,2020,3,14,55,1,0,0,-1
2180,‘The Hunt’ | Anatomy of a Scene,The New York Times,2020,3,14,55,1,0,0,1
2181,They Ordered Her to Be a Suicide Bomber. She Had Another Idea.,The New York Times,2020,3,14,55,1,0,0,-1
2182,"U.S. Airstrikes Kill Iraqi Soldiers and Police, Iraqi Officials Say",The New York Times,2020,3,14,55,1,0,0,-1
2183,Spain Becomes Latest Epicenter of Coronavirus After a Faltering Response,The New York Times,2020,3,14,55,1,0,0,-1
2184,Efforts to Control the Coronavirus in the U.S. Could Get Even More Extreme,The New York Times,2020,3,14,55,1,0,0,-1
2185,"U.S. Hospitals Prepare for Coronavirus, With the Worst Still to Come",The New York Times,2020,3,14,55,1,0,0,-1
2186,Is That a Dalí Among the Tchotchkes?,The New York Times,2020,3,14,55,1,0,0,0
2187,Joe Biden’s Young Voter Problem: They Don’t Think He’s Listening,The New York Times,2020,3,14,55,1,0,0,-1
2188,Strikes and Attack Ads: The Hard Roads to Universal Health Care,The New York Times,2020,3,14,55,1,0,0,-1
2189,Can Our Political Leaders Still Reassure Us?,The New York Times,2020,3,14,55,1,0,0,1
2190,"In a Texas Oil Town, Pain but No Panic as Prices Crash",The New York Times,2020,3,14,55,1,0,0,-1
2191,Stocks Surge After Trump Promises Speedier Coronavirus Testing,The New York Times,2020,3,14,55,1,0,0,-1
2192,Is There Really a Toilet Paper Shortage?,The New York Times,2020,3,14,55,1,0,0,-1
2193,Bill Gates Stepping Down From Microsoft’s Board,The New York Times,2020,3,14,55,1,0,0,-1
2194,"Baby Brezza, a $200 Formula Maker, May Pose Health Risks to Infants",The New York Times,2020,3,14,55,1,0,0,-1
2195,Coronavirus Is Causing Chaos for Travel Influencers,The New York Times,2020,3,14,55,1,0,0,-1
2196,The Stranded Stars of Wuhan F.C.,The New York Times,2020,3,14,55,1,0,0,-1
2197,The Games Will Come Back. The Moments We’ll Miss Are Already Gone.,The New York Times,2020,3,14,55,1,0,0,1
2198,"For Many Athletes, Coronavirus Means the End of College Careers",The New York Times,2020,3,14,55,1,0,0,-1
2199,"Six Decades After the Banana Boat, Harry Belafonte’s Archive Sails Home",The New York Times,2020,3,14,55,1,0,0,1
2200,When Humans Are the Prey: A Plot Made for Every Era,The New York Times,2020,3,14,55,1,0,0,1
2201,"In a Pandemic, Musicians Play in Empty Halls for Audiences Online",The New York Times,2020,3,14,55,1,0,0,-1
2202,She Wanted to Revive a Park. First She Had to Take On the Rats.,The New York Times,2020,3,14,55,1,0,0,-1
2203,"R. Kelly Knowingly Exposed Sex Partners to Herpes, Prosecutors Say",The New York Times,2020,3,14,55,1,0,0,1
2204,"Finally, a Plan for New York’s Sidewalk Trash Bag Mountains",The New York Times,2020,3,14,55,1,0,0,1
2205,The ‘Man Show’ Diaspora,The New York Times,2020,3,14,55,1,0,0,1
2206,"When Tom Hanks, Hollywood’s Everyman, Gets Coronavirus",The New York Times,2020,3,14,55,1,0,0,-1
2207,The Night TV Went It Alone,The New York Times,2020,3,14,55,1,0,0,-1
2208,"Charles Wuorinen, Uncompromising Modernist Composer, Dies at 81",The New York Times,2020,3,14,55,1,0,0,-1
2209,"Del Shofner, Master Pass Receiver With the Giants, Dies at 85",The New York Times,2020,3,14,55,1,0,0,-1
2210,"Dana Zatopkova, Champion Javelin Thrower, Is Dead at 97",The New York Times,2020,3,14,55,1,0,0,-1
2211,They’ve Contained the Coronavirus. Here’s How.,The New York Times,2020,3,14,55,1,0,0,-1
2212,China Bought the West Time. The West Squandered It.,The New York Times,2020,3,14,55,1,0,0,-1
2213,Trump’s Chernobyl,The New York Times,2020,3,14,55,1,0,0,-1
2214,Senate Approves $2 Trillion Stimulus After Bipartisan Deal,The New York Times,2020,3,26,56,1,0,0,1
2215,"A $2 Trillion Lifeline Will Help, but More May Be Needed",The New York Times,2020,3,26,56,1,0,0,-1
2216,Governors Tell Outsiders From ‘Hot Zone’ to Stay Away as Virus Divides States,The New York Times,2020,3,26,56,1,0,0,-1
2217,"One City’s Road to Recovery Offers Lessons, and Hope",The New York Times,2020,3,26,56,1,0,0,1
2218,Trump Wants to ‘Reopen America.’ Here’s What Happens if We Do.,The New York Times,2020,3,26,56,1,0,0,-1
2219,"As Latin America Shuts Down to Fight Virus, Brazil and Mexico Are Holdouts",The New York Times,2020,3,26,56,1,0,0,0
2220,Europe’s Leaders Ditch Austerity and Fight Pandemic With Cash,The New York Times,2020,3,26,56,1,0,0,1
2221,Man Pleads Guilty to New Zealand Mosque Massacre,The New York Times,2020,3,26,56,1,0,0,-1
2222,Coronavirus Means Funerals Must Wait: ‘We Can’t Properly Bury Our Dead’,The New York Times,2020,3,26,56,1,0,0,-1
2223,"Amid Desperate Need for Ventilators, Calls Grow for Federal Intervention",The New York Times,2020,3,26,56,1,0,0,-1
2224,The People Leading When Leaders Do Not,The New York Times,2020,3,26,56,1,0,0,1
2225,Fine Print of Stimulus Bill Contains Special Deals for Industries,The New York Times,2020,3,26,56,1,0,0,-1
2226,"As States Delay Primaries, June 2 Is Suddenly a Big Tuesday on the Calendar",The New York Times,2020,3,26,56,1,0,0,-1
2227,Sanders Is Ready to Debate Again. Biden Says ‘We’ve Had Enough Debates.’,The New York Times,2020,3,26,56,1,0,0,1
2228,‘A Week of Snow Days’? Ha! Families Deal With Cabin Fever,The New York Times,2020,3,26,56,1,0,0,-1
2229,How to Prevent a Coronavirus Depression,The New York Times,2020,3,26,56,1,0,0,0
2230,Inside American Airlines’ Scramble as Virus Grounds Jets by Hundreds,The New York Times,2020,3,26,56,1,0,0,-1
2231,Nurses Share Coronavirus Stories Anonymously in an Online Document,The New York Times,2020,3,26,56,1,0,0,0
2232,Neighbors Are Reaching Out on Nextdoor,The New York Times,2020,3,26,56,1,0,0,-1
2233,The Dos and Don’ts of Online Video Meetings,The New York Times,2020,3,26,56,1,0,0,-1
2234,Deciding to Postpone the Olympics Was Tough. Actually Moving Them May Be Tougher.,The New York Times,2020,3,26,56,1,0,0,-1
2235,How the Yankees’ Minor Leaguers Spent 2 Weeks in Quarantine,The New York Times,2020,3,26,56,1,0,0,-1
2236,"Carolina Releases Cam Newton, Completes Housecleaning",The New York Times,2020,3,26,56,1,0,0,1
2237,Broadway Is Shuttered but Its Buildings Sing: A Virtual Tour,The New York Times,2020,3,26,56,1,0,0,1
2238,Mister Rogers Song and Dr. Dre Added to National Recording Registry,The New York Times,2020,3,26,56,1,0,0,1
2239,"Review: ‘Unorthodox,’ a Stunning Escape From Brooklyn",The New York Times,2020,3,26,56,1,0,0,1
2240,13 Deaths in a Day: An ‘Apocalyptic’ Coronavirus Surge at an N.Y.C. Hospital,The New York Times,2020,3,26,56,1,0,0,-1
2241,Coronavirus Decimates N.Y.C. Taxi Industry: ‘The Worst It’s Ever Been’,The New York Times,2020,3,26,56,1,0,0,-1
2242,Virus Rules Let Construction Workers Keep Building Luxury Towers,The New York Times,2020,3,26,56,1,0,0,-1
2243,Trump’s Briefings Are a Ratings Hit. Should Networks Cover Them Live?,The New York Times,2020,3,26,56,1,0,0,1
2244,"With Kids Learning From Home, Children’s Publishers See a Spike",The New York Times,2020,3,26,56,1,0,0,1
2245,A Podcast Playlist to Help Distract You (for the Most Part),The New York Times,2020,3,26,56,1,0,0,0
2246,How the Virus Got Out,The New York Times,2020,3,26,56,1,0,0,0
2247,Can You Become Immune to the Coronavirus?,The New York Times,2020,3,26,56,1,0,0,-1
2248,Lawmakers Question Start-Ups on At-Home Kits for Coronavirus Testing,The New York Times,2020,3,26,56,1,0,0,-1
2249,You Are Your Safest Sex Partner. Betty Dodson Wants to Help.,The New York Times,2020,3,26,56,1,0,0,1
2250,"The Salon Comes to Your Home, and to Your iPad",The New York Times,2020,3,26,56,1,0,0,1
2251,"From White Gloves to Latex, the Doormen of New York",The New York Times,2020,3,26,56,1,0,0,1
2252,"Floyd Cardoz, 59, Dies; Gave American Fine Dining an Indian Flavor",The New York Times,2020,3,26,56,1,0,0,-1
2253,"Michael Broadbent, Who Put Wine on the Auction Block, Dies at 92",The New York Times,2020,3,26,56,1,0,0,-1
2254,"Julia Miles, 90, Dies; Pushed for Gender Parity in the Theater",The New York Times,2020,3,26,56,1,0,0,-1
2255,A Cruel Motive for a Costly Delay,The New York Times,2020,3,26,56,1,0,0,-1
2256,This Coronavirus Crisis Is the Time to Ease Sanctions on Iran,The New York Times,2020,3,26,56,1,0,0,-1
2257,Here’s a Coronavirus Quiz,The New York Times,2020,3,26,56,1,0,0,0
2258,"Amid Warnings of a Coronavirus ‘Pearl Harbor,’ Governors Walk a Fine Line",The New York Times,2020,4,6,57,1,0,0,1
2259,Official Counts Understate the U.S. Coronavirus Death Toll,The New York Times,2020,4,6,57,1,0,0,-1
2260,Boris Johnson Hospitalized as Queen Urges British Resolve in Face of Epidemic,The New York Times,2020,4,6,57,1,0,0,-1
2261,They Were the Last Couple in Paradise. Now They’re Stranded.,The New York Times,2020,4,6,57,1,0,0,0
